Facility,WWTP,Date,Lab,Target_Name,Copies_Per_Liter_WW,Sample_ID,Detection_Limit,Population,Sample_Type,No_of_Hours_Missed,flow 
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/5/2021,R,SARS CoV-2 N2,101933.33,R052_009,1760,37359,Composite,,2.486
EASTHAVEN,EASTHAVEN,4/5/2021,R,SARS CoV-2 N2,108533.33,R052_012,2333.33,16030,Composite,,1.186
EASTHAVEN,EASTHAVEN,4/5/2021,R,SARS CoV-2 N1,118800,R052_012,1576.67,16030,Composite,,1.186
EASTHAVEN,EASTHAVEN,4/5/2021,R,SARS CoV-2 N1,101200,R052_011,2333.33,16030,Composite,,1.186
EASTHAVEN,EASTHAVEN,4/5/2021,R,SARS CoV-2 N2,85800,R052_011,1760,16030,Composite,,1.186
FOREST COVE,FOREST COVE,4/5/2021,R,SARS CoV-2 N2,21266.67,R052_014,1760,4170,Composite,,0.2
FOREST COVE,FOREST COVE,4/5/2021,R,SARS CoV-2 N1,35933.33,R052_014,2333.33,4170,Composite,,0.2
FOREST COVE,FOREST COVE,4/5/2021,R,SARS CoV-2 N2,23466.67,R052_013,1760,4170,Composite,,0.2
FOREST COVE,FOREST COVE,4/5/2021,R,SARS CoV-2 N1,22733.33,R052_013,2333.33,4170,Composite,,0.2
FWSD#23,FWSD#23,4/5/2021,R,SARS CoV-2 N2,107066.67,R052_015,1760,40689,Composite,,2.384
FWSD#23,FWSD#23,4/5/2021,R,SARS CoV-2 N1,132733.33,R052_015,2333.33,40689,Composite,,2.384
FWSD#23,FWSD#23,4/5/2021,R,SARS CoV-2 N2,96800,R052_016,1760,40689,Composite,,2.384
FWSD#23,FWSD#23,4/5/2021,R,SARS CoV-2 N1,119533.33,R052_016,2333.33,40689,Composite,,2.384
GREENRIDGE,GREENRIDGE,4/5/2021,R,SARS CoV-2 N2,0,R052_017,1760,28742,Composite,,2.238
GREENRIDGE,GREENRIDGE,4/5/2021,R,SARS CoV-2 N1,0,R052_017,2333.33,28742,Composite,,2.238
GREENRIDGE,GREENRIDGE,4/5/2021,R,SARS CoV-2 N2,33000,R052_018,1760,28742,Composite,,2.238
GREENRIDGE,GREENRIDGE,4/5/2021,R,SARS CoV-2 N1,33733.33,R052_018,2333.33,28742,Composite,,2.238
HOMESTEAD,HOMESTEAD,4/5/2021,R,SARS CoV-2 N2,18333.33,R052_019,1760,9375,Composite,,1.165
HOMESTEAD,HOMESTEAD,4/5/2021,R,SARS CoV-2 N1,26400,R052_019,2333.33,9375,Composite,,1.165
HOMESTEAD,HOMESTEAD,4/5/2021,R,SARS CoV-2 N2,22000,R052_020,1760,9375,Composite,,1.165
HOMESTEAD,HOMESTEAD,4/5/2021,R,SARS CoV-2 N1,20533.33,R052_020,2333.33,9375,Composite,,1.165
IMPERIAL VALLEY,IMPERIAL VALLEY,4/5/2021,R,SARS CoV-2 N2,70400,R052_021,1760,16804,Composite,,1.453
IMPERIAL VALLEY,IMPERIAL VALLEY,4/5/2021,R,SARS CoV-2 N1,64533.33,R052_021,2333.33,16804,Composite,,1.453
IMPERIAL VALLEY,IMPERIAL VALLEY,4/5/2021,R,SARS CoV-2 N2,60866.67,R052_022,1760,16804,Composite,,1.453
IMPERIAL VALLEY,IMPERIAL VALLEY,4/5/2021,R,SARS CoV-2 N1,72600,R052_022,2333.33,16804,Composite,,1.453
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/5/2021,R,SARS CoV-2 N2,72600,R052_024,1760,2408,Composite,,1.387
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/5/2021,R,SARS CoV-2 N1,60866.67,R052_023,2333.33,2408,Composite,,1.387
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/5/2021,R,SARS CoV-2 N1,77733.33,R052_024,2333.33,2408,Composite,,1.387
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/5/2021,R,SARS CoV-2 N2,58666.67,R052_023,1760,2408,Composite,,1.387
KEEGANS BAYOU,KEEGANS BAYOU,4/5/2021,R,SARS CoV-2 N2,14666.67,R052_026,1760,124000,Composite,,13.542
KEEGANS BAYOU,KEEGANS BAYOU,4/5/2021,R,SARS CoV-2 N1,12466.67,R052_025,2333.33,124000,Composite,,13.542
KEEGANS BAYOU,KEEGANS BAYOU,4/5/2021,R,SARS CoV-2 N1,18333.33,R052_026,2333.33,124000,Composite,,13.542
KEEGANS BAYOU,KEEGANS BAYOU,4/5/2021,R,SARS CoV-2 N2,12466.67,R052_025,1760,124000,Composite,,13.542
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/5/2021,R,SARS CoV-2 N2,21266.67,R052_028,1760,52055,Composite,,3.148
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/5/2021,R,SARS CoV-2 N2,24933.33,R052_027,1760,52055,Composite,,3.148
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/5/2021,R,SARS CoV-2 N1,23466.67,R052_027,2333.33,52055,Composite,,3.148
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/5/2021,R,SARS CoV-2 N1,27133.33,R052_028,2333.33,52055,Composite,,3.148
KINGWOOD WEST,KINGWOOD WEST,4/5/2021,R,SARS CoV-2 N2,100466.67,R052_030,1760,2589,Composite,,0.604
KINGWOOD WEST,KINGWOOD WEST,4/5/2021,R,SARS CoV-2 N1,123200,R052_030,2333.33,2589,Composite,,0.604
KINGWOOD WEST,KINGWOOD WEST,4/5/2021,R,SARS CoV-2 N1,90200,R052_029,2333.33,2589,Composite,,0.604
KINGWOOD WEST,KINGWOOD WEST,4/5/2021,R,SARS CoV-2 N2,91666.67,R052_029,1760,2589,Composite,,0.604
METRO CENTRAL,METRO CENTRAL,4/5/2021,R,SARS CoV-2 N2,0,R052_032,1760,20161,Composite,,1.368
METRO CENTRAL,METRO CENTRAL,4/5/2021,R,SARS CoV-2 N1,1320,R052_032,2333.33,20161,Composite,,1.368
METRO CENTRAL,METRO CENTRAL,4/5/2021,R,SARS CoV-2 N1,0,R052_031,2333.33,20161,Composite,,1.368
METRO CENTRAL,METRO CENTRAL,4/5/2021,R,SARS CoV-2 N2,0,R052_031,1760,20161,Composite,,1.368
MUD#203,MUD#203,4/5/2021,R,SARS CoV-2 N2,45466.67,R052_034,1760,4010,Composite,,0.289
MUD#203,MUD#203,4/5/2021,R,SARS CoV-2 N1,52066.67,R052_034,2333.33,4010,Composite,,0.289
MUD#203,MUD#203,4/5/2021,R,SARS CoV-2 N2,41800,R052_033,1760,4010,Composite,,0.289
MUD#203,MUD#203,4/5/2021,R,SARS CoV-2 N1,47666.67,R052_033,2333.33,4010,Composite,,0.289
NORTHBELT,NORTHBELT,4/5/2021,R,SARS CoV-2 N2,38133.33,R052_035,1760,12892,Composite,,2.493
NORTHBELT,NORTHBELT,4/5/2021,R,SARS CoV-2 N1,51333.33,R052_035,2333.33,12892,Composite,,2.493
NORTHBELT,NORTHBELT,4/5/2021,R,SARS CoV-2 N2,41800,R052_036,1760,12892,Composite,,2.493
NORTHBELT,NORTHBELT,4/5/2021,R,SARS CoV-2 N1,35933.33,R052_036,2333.33,12892,Composite,,2.493
NORTHEAST,NORTHEAST,4/5/2021,R,SARS CoV-2 N2,46200,R052_037,1760,33102,Composite,,2.48
NORTHEAST,NORTHEAST,4/5/2021,R,SARS CoV-2 N1,48400,R052_037,2333.33,33102,Composite,,2.48
NORTHEAST,NORTHEAST,4/5/2021,R,SARS CoV-2 N2,33733.33,R052_038,1760,33102,Composite,,2.48
NORTHEAST,NORTHEAST,4/5/2021,R,SARS CoV-2 N1,35200,R052_038,2333.33,33102,Composite,,2.48
NORTHGATE,NORTHGATE,4/5/2021,R,SARS CoV-2 N2,39600,R052_039,1760,19867,Composite,,2.209
NORTHGATE,NORTHGATE,4/5/2021,R,SARS CoV-2 N1,52066.67,R052_039,2333.33,19867,Composite,,2.209
NORTHGATE,NORTHGATE,4/5/2021,R,SARS CoV-2 N2,60866.67,R052_040,1760,19867,Composite,,2.209
NORTHGATE,NORTHGATE,4/5/2021,R,SARS CoV-2 N1,71133.33,R052_040,2333.33,19867,Composite,,2.209
NORTHWEST,NORTHWEST,4/5/2021,R,SARS CoV-2 N2,55000,R052_041,1760,95600,Composite,,9.82
NORTHWEST,NORTHWEST,4/5/2021,R,SARS CoV-2 N1,66000,R052_041,2333.33,95600,Composite,,9.82
NORTHWEST,NORTHWEST,4/5/2021,R,SARS CoV-2 N2,26400,R052_042,1760,95600,Composite,,9.82
NORTHWEST,NORTHWEST,4/5/2021,R,SARS CoV-2 N1,37400,R052_042,2333.33,95600,Composite,,9.82
PARK TEN,PARK TEN,4/5/2021,R,SARS CoV-2 N2,63800,R052_044,1760,5497,Composite,,0.507
PARK TEN,PARK TEN,4/5/2021,R,SARS CoV-2 N1,71866.67,R052_043,2333.33,5497,Composite,,0.507
PARK TEN,PARK TEN,4/5/2021,R,SARS CoV-2 N1,77733.33,R052_044,2333.33,5497,Composite,,0.507
PARK TEN,PARK TEN,4/5/2021,R,SARS CoV-2 N2,52066.67,R052_043,1760,5497,Composite,,0.507
SAGEMONT,SAGEMONT,4/5/2021,R,SARS CoV-2 N2,116600,R052_046,1760,20608,Composite,,3.234
SAGEMONT,SAGEMONT,4/5/2021,R,SARS CoV-2 N1,85066.67,R052_045,2333.33,20608,Composite,,3.234
SAGEMONT,SAGEMONT,4/5/2021,R,SARS CoV-2 N1,144466.67,R052_046,2333.33,20608,Composite,,3.234
SAGEMONT,SAGEMONT,4/5/2021,R,SARS CoV-2 N2,52066.67,R052_045,1760,20608,Composite,,3.234
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/5/2021,R,SARS CoV-2 N2,19066.67,R052_048,1760,109414,Composite,,5.59
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/5/2021,R,SARS CoV-2 N2,24200,R052_047,1760,109414,Composite,,5.59
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/5/2021,R,SARS CoV-2 N1,18333.33,R052_047,2333.33,109414,Composite,,5.59
SIMS BAYOU NORTH,SIMS BAYOU NORTH,4/5/2021,R,SARS CoV-2 N1,16133.33,R052_048,2333.33,109414,Composite,,5.59
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/5/2021,R,SARS CoV-2 N2,24933.33,R052_050,1760,109414,Composite,,17.387
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/5/2021,R,SARS CoV-2 N1,24933.33,R052_050,2333.33,109414,Composite,,17.387
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/5/2021,R,SARS CoV-2 N1,19066.67,R052_049,2333.33,109414,Composite,,17.387
SIMS BAYOU SOUTH,SIMS BAYOU SOUTH,4/5/2021,R,SARS CoV-2 N2,18333.33,R052_049,1760,109414,Composite,,17.387
SOUTHEAST,SOUTHEAST,4/5/2021,R,SARS CoV-2 N2,42533.33,R052_052,1760,32485,Composite,,3.348
SOUTHEAST,SOUTHEAST,4/5/2021,R,SARS CoV-2 N1,55000,R052_052,2333.33,32485,Composite,,3.348
SOUTHEAST,SOUTHEAST,4/5/2021,R,SARS CoV-2 N1,50600,R052_051,2333.33,32485,Composite,,3.348
SOUTHEAST,SOUTHEAST,4/5/2021,R,SARS CoV-2 N2,48400,R052_051,1760,32485,Composite,,3.348
SOUTHWEST,SOUTHWEST,4/5/2021,R,SARS CoV-2 N2,42533.33,R052_054,1760,293227,Composite,,28.881
SOUTHWEST,SOUTHWEST,4/5/2021,R,SARS CoV-2 N1,46933.33,R052_054,2333.33,293227,Composite,,28.881
SOUTHWEST,SOUTHWEST,4/5/2021,R,SARS CoV-2 N2,34466.67,R052_053,1760,293227,Composite,,28.881
SOUTHWEST,SOUTHWEST,4/5/2021,R,SARS CoV-2 N1,46933.33,R052_053,2333.33,293227,Composite,,28.881
TIDWELL TIMBERS,TIDWELL TIMBERS,4/5/2021,R,SARS CoV-2 N2,1466666.67,R052_055,1760,1133,Composite,,0.068
TIDWELL TIMBERS,TIDWELL TIMBERS,4/5/2021,R,SARS CoV-2 N1,1694000,R052_055,2333.33,1133,Composite,,0.068
TIDWELL TIMBERS,TIDWELL TIMBERS,4/5/2021,R,SARS CoV-2 N2,1393333.33,R052_056,1760,1133,Composite,,0.068
TIDWELL TIMBERS,TIDWELL TIMBERS,4/5/2021,R,SARS CoV-2 N1,1606000,R052_056,2333.33,1133,Composite,,0.068
TURKEY CREEK,TURKEY CREEK,4/5/2021,R,SARS CoV-2 N2,22733.33,R052_057,1760,59188,Composite,,6.465
TURKEY CREEK,TURKEY CREEK,4/5/2021,R,SARS CoV-2 N1,26400,R052_057,2333.33,59188,Composite,,6.465
TURKEY CREEK,TURKEY CREEK,4/5/2021,R,SARS CoV-2 N2,16866.67,R052_058,1760,59188,Composite,,6.465
TURKEY CREEK,TURKEY CREEK,4/5/2021,R,SARS CoV-2 N1,20533.33,R052_058,2333.33,59188,Composite,,6.465
UPPER BRAYS,UPPER BRAYS,4/5/2021,R,SARS CoV-2 N2,46933.33,R052_059,1760,97918,Composite,,8.119
UPPER BRAYS,UPPER BRAYS,4/5/2021,R,SARS CoV-2 N1,48400,R052_059,2333.33,97918,Composite,,8.119
UPPER BRAYS,UPPER BRAYS,4/5/2021,R,SARS CoV-2 N2,58666.67,R052_060,1760,97918,Composite,,8.119
UPPER BRAYS,UPPER BRAYS,4/5/2021,R,SARS CoV-2 N1,77000,R052_060,2333.33,97918,Composite,,8.119
WCID#47,WCID#47,4/5/2021,R,SARS CoV-2 N2,38133.33,R052_061,1760,33645,Composite,,2.002
WCID#47,WCID#47,4/5/2021,R,SARS CoV-2 N1,47666.67,R052_061,2333.33,33645,Composite,,2.002
WCID#47,WCID#47,4/5/2021,R,SARS CoV-2 N2,31533.33,R052_062,1760,33645,Composite,,2.002
WCID#47,WCID#47,4/5/2021,R,SARS CoV-2 N1,45466.67,R052_062,2333.33,33645,Composite,,2.002
WCID#76,WCID#76,4/5/2021,R,SARS CoV-2 N2,44733.33,R052_064,1760,976,Composite,,0.319
WCID#76,WCID#76,4/5/2021,R,SARS CoV-2 N1,57933.33,R052_063,2333.33,976,Composite,,0.319
WCID#76,WCID#76,4/5/2021,R,SARS CoV-2 N1,60866.67,R052_064,2333.33,976,Composite,,0.319
WCID#76,WCID#76,4/5/2021,R,SARS CoV-2 N2,47666.67,R052_063,1760,976,Composite,,0.319
WEST DISTRICT,WEST DISTRICT,4/5/2021,R,SARS CoV-2 N2,51333.33,R052_066,1760,85129,Composite,,11.035
WEST DISTRICT,WEST DISTRICT,4/5/2021,R,SARS CoV-2 N1,52800,R052_065,2333.33,85129,Composite,,11.035
WEST DISTRICT,WEST DISTRICT,4/5/2021,R,SARS CoV-2 N1,44000,R052_066,2333.33,85129,Composite,,11.035
WEST DISTRICT,WEST DISTRICT,4/5/2021,R,SARS CoV-2 N2,46200,R052_065,1760,85129,Composite,,11.035
WEST LAKE,WEST LAKE,4/5/2021,R,SARS CoV-2 N2,304333.33,R052_068,1760,600,Composite,,0.214
WEST LAKE,WEST LAKE,4/5/2021,R,SARS CoV-2 N2,368866.67,R052_067,1760,600,Composite,,0.214
WEST LAKE,WEST LAKE,4/5/2021,R,SARS CoV-2 N1,426800,R052_067,2333.33,600,Composite,,0.214
WEST LAKE,WEST LAKE,4/5/2021,R,SARS CoV-2 N1,337333.33,R052_068,2333.33,600,Composite,,0.214
WESTWAY,WESTWAY,4/5/2021,R,SARS CoV-2 N2,75038.76,R052_070,2046.51,3623,Composite,,0.451
WESTWAY,WESTWAY,4/5/2021,R,SARS CoV-2 N1,90387.6,R052_070,2713.18,3623,Composite,,0.451
WESTWAY,WESTWAY,4/5/2021,R,SARS CoV-2 N1,80235.29,R052_069,2745.1,3623,Composite,,0.451
WESTWAY,WESTWAY,4/5/2021,R,SARS CoV-2 N2,69019.61,R052_069,2070.59,3623,Composite,,0.451
WHITE OAK,WHITE OAK,4/5/2021,R,SARS CoV-2 N2,19800,R052_072,1760,20758,Composite,,1.801
WHITE OAK,WHITE OAK,4/5/2021,R,SARS CoV-2 N1,22000,R052_072,2333.33,20758,Composite,,1.801
WHITE OAK,WHITE OAK,4/5/2021,R,SARS CoV-2 N1,22733.33,R052_071,2333.33,20758,Composite,,1.801
WHITE OAK,WHITE OAK,4/5/2021,R,SARS CoV-2 N2,22000,R052_071,1760,20758,Composite,,1.801
WILLOWBROOK,WILLOWBROOK,4/5/2021,R,SARS CoV-2 N2,42533.33,R052_074,1760,8610,Composite,,1.209
WILLOWBROOK,WILLOWBROOK,4/5/2021,R,SARS CoV-2 N1,49133.33,R052_074,2333.33,8610,Composite,,1.209
WILLOWBROOK,WILLOWBROOK,4/5/2021,R,SARS CoV-2 N2,58666.67,R052_073,1760,8610,Composite,,1.209
WILLOWBROOK,WILLOWBROOK,4/5/2021,R,SARS CoV-2 N1,68200,R052_073,2333.33,8610,Composite,,1.209
69TH STREET,69TH STREET,4/12/2021,R,SARS CoV-2 N2,12466.67,R053_001,2333.33,551150,Composite,,63
69TH STREET,69TH STREET,4/12/2021,R,SARS CoV-2 N1,12466.67,R053_001,2333.33,551150,Composite,,63
69TH STREET,69TH STREET,4/12/2021,R,SARS CoV-2 N2,16133.33,R053_002,2333.33,551150,Composite,,63
69TH STREET,69TH STREET,4/12/2021,R,SARS CoV-2 N1,18333.33,R053_002,2333.33,551150,Composite,,63
ALMEDA SIMS,ALMEDA SIMS,4/12/2021,R,SARS CoV-2 N2,18333.33,R053_003,2333.33,117968,Composite,,9.973
ALMEDA SIMS,ALMEDA SIMS,4/12/2021,R,SARS CoV-2 N1,13933.33,R053_003,2333.33,117968,Composite,,9.973
ALMEDA SIMS,ALMEDA SIMS,4/12/2021,R,SARS CoV-2 N2,19800,R053_004,2333.33,117968,Composite,,9.973
ALMEDA SIMS,ALMEDA SIMS,4/12/2021,R,SARS CoV-2 N1,26400,R053_004,2333.33,117968,Composite,,9.973
BELTWAY,BELTWAY,4/12/2021,R,SARS CoV-2 N2,46933.33,R053_005,2333.33,70900,Composite,,5.294
BELTWAY,BELTWAY,4/12/2021,R,SARS CoV-2 N1,35933.33,R053_005,2333.33,70900,Composite,,5.294
BELTWAY,BELTWAY,4/12/2021,R,SARS CoV-2 N2,70400,R053_006,2333.33,70900,Composite,,5.294
BELTWAY,BELTWAY,4/12/2021,R,SARS CoV-2 N1,79933.33,R053_006,2333.33,70900,Composite,,5.294
CEDAR BAYOU,CEDAR BAYOU,4/12/2021,R,SARS CoV-2 N2,11000,R053_007,2333.33,1722,Composite,,0.557
CEDAR BAYOU,CEDAR BAYOU,4/12/2021,R,SARS CoV-2 N1,9533.33,R053_007,2333.33,1722,Composite,,0.557
CEDAR BAYOU,CEDAR BAYOU,4/12/2021,R,SARS CoV-2 N2,10266.67,R053_008,2333.33,1722,Composite,,0.557
CEDAR BAYOU,CEDAR BAYOU,4/12/2021,R,SARS CoV-2 N1,13933.33,R053_008,2333.33,1722,Composite,,0.557
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/12/2021,R,SARS CoV-2 N2,95333.33,R053_010,2333.33,37359,Composite,,2.404
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/12/2021,R,SARS CoV-2 N2,104133.33,R053_009,2333.33,37359,Composite,,2.404
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/12/2021,R,SARS CoV-2 N1,106333.33,R053_009,2333.33,37359,Composite,,2.404
CHOCOLATE BAYOU,CHOCOLATE BAYOU,4/12/2021,R,SARS CoV-2 N1,89466.67,R053_010,2333.33,37359,Composite,,2.404
CLINTON PARK,CLINTON PARK,4/12/2021,R,SARS CoV-2 N2,68200,R053_012,2333.33,3825,Composite,,0.247
CLINTON PARK,CLINTON PARK,4/12/2021,R,SARS CoV-2 N2,110000,R053_011,2333.33,3825,Composite,,0.247
CLINTON PARK,CLINTON PARK,4/12/2021,R,SARS CoV-2 N1,101200,R053_011,2333.33,3825,Composite,,0.247
CLINTON PARK,CLINTON PARK,4/12/2021,R,SARS CoV-2 N1,67466.67,R053_012,2333.33,3825,Composite,,0.247
EASTHAVEN,EASTHAVEN,4/12/2021,R,SARS CoV-2 N2,159866.67,R053_013,2333.33,16030,Composite,,1.177
EASTHAVEN,EASTHAVEN,4/12/2021,R,SARS CoV-2 N1,213400,R053_013,2333.33,16030,Composite,,1.177
EASTHAVEN,EASTHAVEN,4/12/2021,R,SARS CoV-2 N2,115866.67,R053_014,2333.33,16030,Composite,,1.177
EASTHAVEN,EASTHAVEN,4/12/2021,R,SARS CoV-2 N1,129066.67,R053_014,2333.33,16030,Composite,,1.177
FOREST COVE,FOREST COVE,4/12/2021,R,SARS CoV-2 N2,28600,R053_016,2333.33,4170,Composite,,0.209
FOREST COVE,FOREST COVE,4/12/2021,R,SARS CoV-2 N1,19066.67,R053_016,2333.33,4170,Composite,,0.209
FOREST COVE,FOREST COVE,4/12/2021,R,SARS CoV-2 N2,30066.67,R053_015,2333.33,4170,Composite,,0.209
FOREST COVE,FOREST COVE,4/12/2021,R,SARS CoV-2 N1,47666.67,R053_015,2333.33,4170,Composite,,0.209
FWSD#23,FWSD#23,4/12/2021,R,SARS CoV-2 N2,116600,R053_018,2333.33,40689,Composite,,2.222
FWSD#23,FWSD#23,4/12/2021,R,SARS CoV-2 N1,121000,R053_018,2333.33,40689,Composite,,2.222
FWSD#23,FWSD#23,4/12/2021,R,SARS CoV-2 N2,111466.67,R053_017,2333.33,40689,Composite,,2.222
FWSD#23,FWSD#23,4/12/2021,R,SARS CoV-2 N1,110733.33,R053_017,2333.33,40689,Composite,,2.222
GREENRIDGE,GREENRIDGE,4/12/2021,R,SARS CoV-2 N2,131266.67,R053_019,2333.33,28742,Composite,,2.226
GREENRIDGE,GREENRIDGE,4/12/2021,R,SARS CoV-2 N1,152533.33,R053_019,2333.33,28742,Composite,,2.226
GREENRIDGE,GREENRIDGE,4/12/2021,R,SARS CoV-2 N2,106333.33,R053_020,2333.33,28742,Composite,,2.226
GREENRIDGE,GREENRIDGE,4/12/2021,R,SARS CoV-2 N1,121000,R053_020,2333.33,28742,Composite,,2.226
HOMESTEAD,HOMESTEAD,4/12/2021,R,SARS CoV-2 N2,76266.67,R053_021,2333.33,9375,Composite,,0.996
HOMESTEAD,HOMESTEAD,4/12/2021,R,SARS CoV-2 N1,90200,R053_021,2333.33,9375,Composite,,0.996
HOMESTEAD,HOMESTEAD,4/12/2021,R,SARS CoV-2 N2,154000,R053_022,2333.33,9375,Composite,,0.996
HOMESTEAD,HOMESTEAD,4/12/2021,R,SARS CoV-2 N1,172333.33,R053_022,2333.33,9375,Composite,,0.996
IMPERIAL VALLEY,IMPERIAL VALLEY,4/12/2021,R,SARS CoV-2 N2,33733.33,R053_023,2333.33,16804,Composite,,1.376
IMPERIAL VALLEY,IMPERIAL VALLEY,4/12/2021,R,SARS CoV-2 N1,46200,R053_023,2333.33,16804,Composite,,1.376
IMPERIAL VALLEY,IMPERIAL VALLEY,4/12/2021,R,SARS CoV-2 N2,46200,R053_024,2333.33,16804,Composite,,1.376
IMPERIAL VALLEY,IMPERIAL VALLEY,4/12/2021,R,SARS CoV-2 N1,56466.67,R053_024,2333.33,16804,Composite,,1.376
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/12/2021,R,SARS CoV-2 N2,25666.67,R053_025,2333.33,2408,Composite,,1.463
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/12/2021,R,SARS CoV-2 N1,24933.33,R053_025,2333.33,2408,Composite,,1.463
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/12/2021,R,SARS CoV-2 N2,16133.33,R053_026,2333.33,2408,Composite,,1.463
INTERCONTINENTAL AIRPORT,INTERCONTINENTAL AIRPORT,4/12/2021,R,SARS CoV-2 N1,26400,R053_026,2333.33,2408,Composite,,1.463
KEEGANS BAYOU,KEEGANS BAYOU,4/12/2021,R,SARS CoV-2 N2,21266.67,R053_027,2333.33,124000,Composite,,13.929
KEEGANS BAYOU,KEEGANS BAYOU,4/12/2021,R,SARS CoV-2 N1,27133.33,R053_027,2333.33,124000,Composite,,13.929
KEEGANS BAYOU,KEEGANS BAYOU,4/12/2021,R,SARS CoV-2 N2,9020,R053_028,2333.33,124000,Composite,,13.929
KEEGANS BAYOU,KEEGANS BAYOU,4/12/2021,R,SARS CoV-2 N1,8800,R053_028,2333.33,124000,Composite,,13.929
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/12/2021,R,SARS CoV-2 N2,16866.67,R053_030,2333.33,52055,Composite,,3.818
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/12/2021,R,SARS CoV-2 N2,21266.67,R053_029,2333.33,52055,Composite,,3.818
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/12/2021,R,SARS CoV-2 N1,18333.33,R053_029,2333.33,52055,Composite,,3.818
KINGWOOD CENTRAL,KINGWOOD CENTRAL,4/12/2021,R,SARS CoV-2 N1,16866.67,R053_030,2333.33,52055,Composite,,3.818
KINGWOOD WEST,KINGWOOD WEST,4/12/2021,R,SARS CoV-2 N2,77733.33,R053_032,2333.33,2589,Composite,,0.58
KINGWOOD WEST,KINGWOOD WEST,4/12/2021,R,SARS CoV-2 N2,73333.33,R053_031,2333.33,2589,Composite,,0.58
KINGWOOD WEST,KINGWOOD WEST,4/12/2021,R,SARS CoV-2 N1,66733.33,R053_031,2333.33,2589,Composite,,0.58
KINGWOOD WEST,KINGWOOD WEST,4/12/2021,R,SARS CoV-2 N1,79933.33,R053_032,2333.33,2589,Composite,,0.58
METRO CENTRAL,METRO CENTRAL,4/12/2021,R,SARS CoV-2 N2,0,R053_033,2333.33,20161,Composite,,1.299
METRO CENTRAL,METRO CENTRAL,4/12/2021,R,SARS CoV-2 N1,0,R053_033,2333.33,20161,Composite,,1.299
METRO CENTRAL,METRO CENTRAL,4/12/2021,R,SARS CoV-2 N2,0,R053_034,2333.33,20161,Composite,,1.299
METRO CENTRAL,METRO CENTRAL,4/12/2021,R,SARS CoV-2 N1,0,R053_034,2333.33,20161,Composite,,1.299
MUD#203,MUD#203,4/12/2021,R,SARS CoV-2 N2,37400,R053_036,2333.33,4010,Composite,,0.334
MUD#203,MUD#203,4/12/2021,R,SARS CoV-2 N1,42533.33,R053_036,2333.33,4010,Composite,,0.334
MUD#203,MUD#203,4/12/2021,R,SARS CoV-2 N2,33000,R053_035,2333.33,4010,Composite,,0.334
MUD#203,MUD#203,4/12/2021,R,SARS CoV-2 N1,29333.33,R053_035,2333.33,4010,Composite,,0.334
NORTHBELT,NORTHBELT,4/12/2021,R,SARS CoV-2 N2,127600,R053_038,2333.33,12892,Composite,,2.694
NORTHBELT,NORTHBELT,4/12/2021,R,SARS CoV-2 N1,141533.33,R053_038,2333.33,12892,Composite,,2.694
NORTHBELT,NORTHBELT,4/12/2021,R,SARS CoV-2 N2,58666.67,R053_037,2333.33,12892,Composite,,2.694
NORTHBELT,NORTHBELT,4/12/2021,R,SARS CoV-2 N1,71866.67,R053_037,2333.33,12892,Composite,,2.694
NORTHEAST,NORTHEAST,4/12/2021,R,SARS CoV-2 N2,13200,R053_039,2333.33,33102,Composite,,2.34
NORTHEAST,NORTHEAST,4/12/2021,R,SARS CoV-2 N1,13933.33,R053_039,2333.33,33102,Composite,,2.34
NORTHEAST,NORTHEAST,4/12/2021,R,SARS CoV-2 N2,15400,R053_040,2333.33,33102,Composite,,2.34
NORTHEAST,NORTHEAST,4/12/2021,R,SARS CoV-2 N1,22000,R053_040,2333.33,33102,Composite,,2.34
NORTHGATE,NORTHGATE,4/12/2021,R,SARS CoV-2 N2,66733.33,R053_041,2333.33,19867,Composite,,4.221
